key,width,height,avg_r,sd_r,avg_g,sd_g,avg_b,sd_b
LS21323_DJI_0008_clump_0017,136,234,105.65196078431373,14.379194054101953,97.84757834757835,20.059267273190933,108.34577677224736,30.011179767264572
LS21323_DJI_0008_clump_0018,206,124,85.25242718446601,21.157164292619463,91.8736559139785,15.887462243126373,94.95133886626996,27.45378381250315
LS21323_DJI_0008_clump_0019,196,166,109.04251700680273,14.53999510351551,101.44779116465864,14.327995356795018,110.10689697565773,29.42194407829649
LS21323_DJI_0008_clump_0020,180,164,110.20185185185186,8.88579788077875,116.17276422764228,10.584571821841848,118.09495257452575,25.58739000697462
LS21323_DJI_0008_clump_0021,188,182,109.21631205673759,19.910954695732908,110.60989010989012,13.078650961660198,102.67491816693945,20.776115646970247
LS21323_DJI_0009_clump_0001,188,210,99.01950354609929,18.975104325159762,102.15238095238095,11.714552842482709,101.08072441742655,27.035060977718132
LS21323_DJI_0009_clump_0002,188,222,102.02659574468085,5.601829909960114,90.29129129129129,11.309028621530535,92.66829595553,28.682965741038025
LS21323_DJI_0009_clump_0003,196,136,94.07312925170068,9.235381484279074,93.33823529411765,10.860898963602315,89.1984918967587,24.580307276941554
LS21323_DJI_0009_clump_0004,334,320,101.15768463073853,9.968167189313945,96.01875,11.903678637470296,96.05334019461078,32.48160535803328
LS21323_DJI_0009_clump_0005,222,250,84.53303303303304,22.516786306564384,94.78266666666667,9.833247999629737,92.07677477477478,32.60872261096167
LS21323_DJI_0009_clump_0006,290,250,102.67471264367816,11.311419500855006,92.22533333333334,20.17076824405941,95.79355862068965,30.25164006768054
LS21323_DJI_0009_clump_0007,230,354,92.8391304347826,8.765805061390033,86.88512241054615,12.114487791024278,94.63645295996069,30.400458512411607
LS21323_DJI_0009_clump_0008,240,154,90.71388888888889,8.826495868745855,85.24675324675324,8.2797241167768,99.72229437229437,29.949491043813662
LS21323_DJI_0009_clump_0009,230,170,78.69710144927537,25.435274325318385,92.08235294117647,10.268220646635012,97.08575447570333,48.03226469568654
LS21323_DJI_0009_clump_0010,144,256,81.18287037037037,8.388505313260735,91.86328125,8.641337525718946,90.09768337673611,26.921767307573212
LS21323_DJI_0009_clump_0011,240,188,94.98333333333333,12.480529280087088,117.70035460992908,34.205272081539185,100.53920656028369,31.968908267633324
LS21323_DJI_0009_clump_0012,246,182,75.04607046070461,16.709555937441056,94.51465201465201,14.301974990020433,83.80577146430805,29.434343417612144
LS21323_DJI_0009_clump_0013,256,130,94.82161458333333,26.5140627289203,88.05641025641026,11.29110825274824,85.79681490384615,19.081355792857696
LS21323_DJI_0009_clump_0014,264,238,89.10353535353535,35.159332678109266,78.3921568627451,28.9463958385603,86.92688439011968,28.934506960869935
LS21323_DJI_0009_clump_0015,212,164,99.51100628930817,10.927643884853417,90.3739837398374,16.00629874696119,95.59756097560975,28.882531357432228
LS21323_DJI_0009_clump_0016,240,238,78.82777777777778,15.41124429166198,91.53221288515407,19.264405250849702,88.52127100840336,21.52332790678191
LS21323_DJI_0009_clump_0017,188,182,83.78014184397163,15.154683380020666,93.45970695970696,13.465980304276144,88.28659106850596,19.43941513136311
LS21323_DJI_0009_clump_0018,152,152,128.44956140350877,10.623422474456667,124.07236842105263,14.746885773091782,109.81301939058172,29.25047813416366
LS21323_DJI_0009_clump_0019,162,142,126.53086419753086,10.174307697000565,138.34976525821597,6.16115442823488,112.45431229351418,25.00306448112406
LS21323_DJI_0009_clump_0020,196,302,90.578231292517,10.953007334097311,94.34878587196468,15.239579860732139,90.13567711852953,28.02840984847259
LS21323_DJI_0009_clump_0021,188,210,88.45744680851064,7.001770131229311,86.13015873015873,9.858951857111206,84.51195542046605,18.517399439228328
LS21323_DJI_0009_clump_0022,222,136,102.37387387387388,30.95278554574934,143.43872549019608,7.7832884289213915,116.58035241123477,27.848174724528878
LS21323_DJI_0009_clump_0023,172,160,95.35852713178295,9.826071995152235,100.21875,11.120741811475527,102.66468023255814,27.37551081953188
LS21323_DJI_0009_clump_0024,188,284,108.25,12.536029634900046,97.24413145539906,14.659885088853876,95.45141594246329,18.46055330324131
LS21323_DJI_0009_clump_0025,206,136,94.56472491909385,8.302328503575875,103.20833333333333,10.389390759783613,100.08423757852655,37.42906159127129
LS21323_DJI_0009_clump_0026,170,216,87.03137254901961,14.110870377903398,88.41203703703704,16.561659301333396,92.5875,20.002770003234243
LS21323_DJI_0009_clump_0027,110,228,101.66363636363636,8.106051543467037,95.78654970760233,8.361079795513518,92.32579744816587,34.61258523976079
LS21323_DJI_0009_clump_0028,178,250,76.45131086142322,9.993278085587058,80.31466666666667,12.413741776309385,77.23015730337079,14.869850900999388
LS21323_DJI_0009_clump_0029,316,142,95.86497890295358,9.174280533741662,79.04225352112677,20.445119453689507,98.04871634872526,25.882122828173436
LS21323_DJI_0009_clump_0030,256,222,85.46744791666667,14.923380102885673,81.59909909909909,13.908320551733015,85.653100365991,21.789450586080612
LS21323_DJI_0009_clump_0031,172,114,96.35852713178295,8.064021021795611,100.62865497076024,11.880969005375185,80.8639840881273,19.54885166097755
LS21323_DJI_0009_clump_0032,136,182,132.39705882352942,9.188344661797945,127.4908424908425,8.35153187374595,109.93107627666451,30.013430531797038
LS21323_DJI_0009_clump_0033,178,160,95.38014981273409,10.127633942137999,86.36041666666667,11.21166133213044,87.28212780898876,17.79865946916776
LS21323_DJI_0010_clump_0001,256,148,93.0703125,9.217298835288483,89.55855855855856,6.584427006454522,100.8088576858108,30.512955954566593
LS21323_DJI_0010_clump_0002,230,244,98.10289855072463,11.059764798380892,86.07513661202186,13.938627554249782,99.0224518888097,35.01205161380536
LS21323_DJI_0010_clump_0003,324,314,105.90843621399176,10.308455258570405,92.90339702760085,18.599597315730716,98.83423763466226,33.26223021962429
LS21323_DJI_0010_clump_0004,360,494,88.14814814814815,21.32439691944539,101.95006747638327,11.214577009959672,88.71754948268106,30.405946591119765
LS21323_DJI_0010_clump_0005,204,284,84.63071895424837,20.487224717059355,98.60211267605634,11.392491772041641,96.07342584921292,26.905088035414618
LS21323_DJI_0010_clump_0006,162,160,131.02674897119343,9.602452989865727,130.96666666666667,8.854785272507867,112.17943672839506,29.658041062799903
LS21323_DJI_0010_clump_0007,188,172,88.68439716312056,12.278521774913022,95.97868217054264,12.664940123855498,91.59225012370113,21.95676249262687
LS21323_DJI_0010_clump_0008,188,200,94.34929078014184,6.416428067265872,95.485,14.364531840613532,95.2469414893617,29.907188058398372
LS21323_DJI_0010_clump_0009,230,188,77.52608695652174,14.754514437360982,71.38475177304964,18.046212784414607,88.12002775208141,29.77965140397148
LS21323_DJI_0010_clump_0010,196,296,82.85544217687075,10.975135207900196,93.52702702702703,18.129083924849166,83.29372931605074,24.224046434353244
LS21323_DJI_0010_clump_0011,178,216,93.59363295880149,5.330784448050108,83.60648148148148,10.613194441920054,86.96418539325843,18.740118552578952
LS21323_DJI_0010_clump_0012,204,306,98.25326797385621,5.572420336381149,87.93464052287581,8.274174223181987,101.82282455465847,30.41979831976286
LS21323_DJI_0010_clump_0013,238,198,76.70308123249299,17.847825987127692,101.25420875420875,8.282940002257702,85.5366692131398,29.205389056265684
LS21323_DJI_0010_clump_0014,180,188,96.72777777777777,9.59272325808333,99.93971631205673,13.312125222281585,102.213268321513,26.66135465849168
LS21323_DJI_0010_clump_0015,180,240,80.27222222222223,10.487292427940389,94.76388888888889,8.63743958904032,92.969375,28.568820612399264
LS21323_DJI_0010_clump_0016,196,114,98.53401360544218,11.753297389976561,101.26900584795321,9.110955339523743,96.34944504117436,23.504465083345586
LS21323_DJI_0010_clump_0017,128,216,105.11458333333333,10.136690567424964,99.97067901234568,8.34688184749127,98.61078559027777,38.600245772008606
LS21323_DJI_0010_clump_0018,222,126,83.46996996996997,14.70336825823377,88.83333333333333,8.681077762070279,94.22554697554698,21.409834766847638
LS21323_DJI_0010_clump_0019,206,152,96.36084142394822,7.604560499616619,95.26754385964912,22.915623244943976,101.54803270311702,35.79012240108824
LS21323_DJI_0010_clump_0020,136,216,93.81127450980392,13.383160707862979,94.20987654320987,17.140192494548902,102.25224673202614,27.131757144888137
LS21323_DJI_0010_clump_0021,316,222,83.68143459915612,17.222293019365303,66.33633633633633,17.39354841651089,84.31924962937622,24.90730279540924
LS21323_DJI_0010_clump_0022,178,148,99.9812734082397,8.420571023152737,94.23648648648648,12.19549548717662,94.09941542666262,26.563851298935848
LS21323_DJI_0010_clump_0023,170,136,141.1705882352941,8.039627201327944,143.8799019607843,6.99809413762174,124.69584775086506,29.125294005810776
LS21323_DJI_0010_clump_0024,222,456,93.96846846846847,13.81594684210607,105.3296783625731,18.763967800437296,86.80638533270113,25.635376069959094
LS21323_DJI_0010_clump_0025,188,216,102.46631205673759,9.21611677361404,95.17438271604938,10.57449286303218,95.2431048069346,26.591572045205435
LS21323_DJI_0010_clump_0026,146,170,134.85616438356163,11.158871233500937,130.1078431372549,9.288942258896842,112.66893634165996,30.45586802665502
LS21323_DJI_0010_clump_0027,222,114,73.84384384384384,16.20374033488812,81.62280701754386,11.502395136450428,83.22530425162005,24.283272188270686
LS21323_DJI_0010_clump_0028,178,204,105.58988764044943,18.926290366275527,94.30392156862744,15.707262307495311,98.40132738488654,35.77994729052114
LS21323_DJI_0010_clump_0029,342,266,89.48343079922027,8.168678492117891,92.703007518797,9.876468374186665,90.30376379545355,28.758933237262234
LS21323_DJI_0010_clump_0030,212,130,81.16352201257861,13.640198736004235,86.85897435897436,12.516373234609956,88.70511611030479,28.64216222868935
LS21323_DJI_0010_clump_0031,154,142,128.85064935064935,9.337664595487688,138.83802816901408,9.558299486290908,111.10824035119809,25.69716133632011
LS21323_DJI_0010_clump_0032,274,182,87.49513381995133,14.992596734907917,80.06043956043956,12.29528375992964,89.35176866928691,20.413812386310553
LS21323_DJI_0010_clump_0033,212,114,92.62893081761007,14.772191901469128,90.50877192982456,10.459260102113175,104.71718801721285,32.05248120883266
LS21323_DJI_0010_clump_0034,366,102,75.1639344262295,24.340527640035575,98.12745098039215,11.219443529442188,88.87876352726883,21.6584357951835
LS21323_DJI_0010_clump_0035,128,274,147.70052083333334,13.855143439486026,140.19951338199513,23.750407342014608,117.1890111770073,36.33346484081631
LS21323_DJI_0010_clump_0036,162,210,91.67695473251028,20.75549815069606,90.3047619047619,12.952752095522888,88.95123456790124,19.756254338398374
LS21323_DJI_0010_clump_0037,154,342,79.62337662337663,18.285995607340098,84.75438596491227,9.648304058831005,80.96128579023316,20.386037636717823
LS21323_DJI_0010_clump_0038,196,416,82.55952380952381,12.825816112704723,82.91586538461539,30.654899923425162,86.42367788461539,24.1575549028228
LS21323_DJI_0010_clump_0039,152,204,84.58991228070175,18.607223271811467,86.88071895424837,19.426259621496815,89.3922858617131,24.140910241811845
LS21323_DJI_0011_clump_0001,162,246,122.47942386831275,19.516126825075574,139.34959349593495,12.924515311636119,117.27805379905651,27.12239771184662
LS21323_DJI_0011_clump_0002,154,232,112.34415584415585,14.97734791925217,120.52586206896552,15.480036016154317,118.89445253022839,24.458785135414356
LS21323_DJI_0011_clump_0003,240,262,116.86666666666666,14.263453688048736,110.24554707379134,20.424116657524028,116.4148854961832,35.32146772846862
LS21323_DJI_0011_clump_0004,162,210,134.46296296296296,8.63965797854768,134.6063492063492,17.377524921173077,127.95708406819517,34.547554894222245
LS21323_DJI_0011_clump_0005,214,302,114.53426791277259,6.9468101675910745,103.60264900662251,10.036080255261448,118.55454292257225,33.61582262282141
LS21323_DJI_0011_clump_0006,180,206,111.67407407407407,10.074227940001439,105.20873786407768,17.562651273832095,102.62087378640777,21.82428123553974
LS21323_DJI_0011_clump_0007,162,166,145.53703703703704,9.674202398332163,157.13654618473896,7.654527869601202,130.91774505429123,26.156342415406424
LS21323_DJI_0011_clump_0008,282,478,105.49408983451536,17.489120915950394,134.16108786610877,22.51083403665338,105.45064393602183,25.942138396853853
